ENSG00000252365	ENSXETG00000029272	ENSDARG00000083784
ENSG00000163660	ENSXETG00000012250	ENSDARG00000055124
ENSG00000163660	ENSXETG00000012250	ENSDARG00000012140
ENSG00000108175	ENSXETG00000018359	ENSDARG00000074502
ENSG00000108175	ENSXETG00000018359	ENSDARG00000076477
ENSG00000180957	ENSXETG00000002259	ENSDARG00000036005
ENSG00000135469	ENSXETG00000009505	ENSDARG00000095987
ENSG00000135469	ENSXETG00000009505	ENSDARG00000070393
ENSG00000095370	ENSXETG00000022008	ENSDARG00000009081
ENSG00000095370	ENSXETG00000022008	ENSDARG00000028099
ENSG00000167258	ENSXETG00000023695	ENSDARG00000063726
ENSG00000131269	ENSXETG00000004572	ENSDARG00000062795
ENSG00000113249	ENSXETG00000032320	ENSDARG00000077257
ENSG00000101199	ENSXETG00000013313	ENSDARG00000067809
ENSG00000170430	ENSXETG00000025209	ENSDARG00000043275
ENSG00000242110	ENSXETG00000002559	ENSDARG00000057435
ENSG00000170289	ENSXETG00000013712	ENSDARG00000061945
ENSG00000170289	ENSXETG00000013712	ENSDARG00000087082
ENSG00000267699	ENSXETG00000027126	ENSDARG00000045095
ENSG00000204882	ENSXETG00000023749	ENSDARG00000077427
ENSG00000204882	ENSXETG00000023749	ENSDARG00000074826
ENSG00000102001	ENSXETG00000007195	ENSDARG00000010933
ENSG00000102001	ENSXETG00000007195	ENSDARG00000023683
ENSG00000185149	ENSXETG00000033846	ENSDARG00000094763
ENSG00000185149	ENSXETG00000033846	ENSDARG00000089943
ENSG00000185149	ENSXETG00000033846	ENSDARG00000057718
ENSG00000142039	ENSXETG00000018736	ENSDARG00000074703
ENSG00000153147	ENSXETG00000017566	ENSDARG00000052348
ENSG00000197442	ENSXETG00000002476	ENSDARG00000005416
ENSG00000184489	ENSXETG00000023744	ENSDARG00000054814
ENSG00000137766	ENSXETG00000006341	ENSDARG00000087946
ENSG00000137766	ENSXETG00000006341	ENSDARG00000087669
ENSG00000137766	ENSXETG00000006341	ENSDARG00000053220
ENSG00000137766	ENSXETG00000006341	ENSDARG00000069731
ENSG00000177688	ENSXETG00000012516	ENSDARG00000046062
ENSG00000023902	ENSXETG00000015750	ENSDARG00000061191
ENSG00000023902	ENSXETG00000015750	ENSDARG00000077499
ENSG00000185551	ENSXETG00000022346	ENSDARG00000040926
ENSG00000133789	ENSXETG00000024196	ENSDARG00000051819
ENSG00000133789	ENSXETG00000024196	ENSDARG00000057286
ENSG00000201393	ENSXETG00000028168	ENSDARG00000080532
ENSG00000201393	ENSXETG00000028168	ENSDARG00000080855
ENSG00000184545	ENSXETG00000030447	ENSDARG00000009299
ENSG00000184545	ENSXETG00000030447	ENSDARG00000039232
ENSG00000110675	ENSXETG00000014484	ENSDARG00000062056
ENSG00000141646	ENSXETG00000022355	ENSDARG00000023527
ENSG00000141646	ENSXETG00000022355	ENSDARG00000086530
ENSG00000141646	ENSXETG00000022355	ENSDARG00000075226
ENSG00000141646	ENSXETG00000022355	ENSDARG00000012649
ENSG00000141646	ENSXETG00000022355	ENSDARG00000070428
ENSG00000141646	ENSXETG00000022355	ENSDARG00000045094
ENSG00000175376	ENSXETG00000011431	ENSDARG00000016280
ENSG00000164211	ENSXETG00000006929	ENSDARG00000074280
ENSG00000006016	ENSXETG00000023198	ENSDARG00000024365
ENSG00000006016	ENSXETG00000023198	ENSDARG00000006368
ENSG00000164114	ENSXETG00000032899	ENSDARG00000037276
ENSG00000170088	ENSXETG00000017061	ENSDARG00000037484
ENSG00000138435	ENSXETG00000025420	ENSDARG00000009021
ENSG00000138435	ENSXETG00000025418	ENSDARG00000009021
ENSG00000221375	ENSXETG00000030571	ENSDARG00000080562
ENSG00000252719	ENSXETG00000029746	ENSDARG00000081850
ENSG00000074603	ENSXETG00000006646	ENSDARG00000078438
ENSG00000154743	ENSXETG00000025146	ENSDARG00000091851
ENSG00000115042	ENSXETG00000004339	ENSDARG00000020169
ENSG00000253042	ENSXETG00000029775	ENSDARG00000081115
ENSG00000169618	ENSXETG00000017361	ENSDARG00000074182
ENSG00000169618	ENSXETG00000017361	ENSDARG00000090315
ENSG00000021461	ENSXETG00000005360	ENSDARG00000045627
ENSG00000021461	ENSXETG00000005360	ENSDARG00000015575
ENSG00000021461	ENSXETG00000005360	ENSDARG00000037874
ENSG00000021461	ENSXETG00000005360	ENSDARG00000070021
ENSG00000021461	ENSXETG00000005360	ENSDARG00000037873
ENSG00000076604	ENSXETG00000027014	ENSDARG00000003963
ENSG00000074706	ENSXETG00000023302	ENSDARG00000074236
ENSG00000074706	ENSXETG00000023302	ENSDARG00000068613
ENSG00000201439	ENSXETG00000028192	ENSDARG00000080363
ENSG00000255730	ENSXETG00000018753	ENSDARG00000040555
ENSG00000252667	ENSXETG00000033688	ENSDARG00000085732
ENSG00000200259	ENSXETG00000029270	ENSDARG00000080207
ENSG00000200259	ENSXETG00000029311	ENSDARG00000080207
ENSG00000200259	ENSXETG00000029250	ENSDARG00000080207
ENSG00000251794	ENSXETG00000029836	ENSDARG00000084494
ENSG00000242612	ENSXETG00000010329	ENSDARG00000045257
ENSG00000164074	ENSXETG00000022528	ENSDARG00000029975
ENSG00000259040	ENSXETG00000032590	ENSDARG00000058622
ENSG00000152520	ENSXETG00000011794	ENSDARG00000031637
ENSG00000006015	ENSXETG00000023201	ENSDARG00000073867
ENSG00000138795	ENSXETG00000021102	ENSDARG00000031894
ENSG00000244045	ENSXETG00000023795	ENSDARG00000069314
ENSG00000096401	ENSXETG00000007885	ENSDARG00000043797
ENSG00000168038	ENSXETG00000013852	ENSDARG00000004176
ENSG00000140450	ENSXETG00000002108	ENSDARG00000036028
ENSG00000140450	ENSXETG00000002108	ENSDARG00000067664
ENSG00000140450	ENSXETG00000002108	ENSDARG00000053159
ENSG00000140450	ENSXETG00000002108	ENSDARG00000095136
ENSG00000140450	ENSXETG00000002108	ENSDARG00000039443
ENSG00000120088	ENSXETG00000005305	ENSDARG00000003989
ENSG00000070886	ENSXETG00000026412	ENSDARG00000023609
ENSG00000231500	ENSXETG00000020394	ENSDARG00000020153
ENSG00000100154	ENSXETG00000002263	ENSDARG00000087109
ENSG00000100154	ENSXETG00000002263	ENSDARG00000089527
ENSG00000175334	ENSXETG00000011430	ENSDARG00000037009
ENSG00000112419	ENSXETG00000009785	ENSDARG00000027172
ENSG00000109466	ENSXETG00000034185	ENSDARG00000061786
ENSG00000171357	ENSXETG00000024502	ENSDARG00000044406
ENSG00000144152	ENSXETG00000013772	ENSDARG00000089519
ENSG00000239005	ENSXETG00000029866	ENSDARG00000080777
ENSG00000239005	ENSXETG00000029866	ENSDARG00000083885
ENSG00000188428	ENSXETG00000032590	ENSDARG00000058622
ENSG00000188626	ENSXETG00000012915	ENSDARG00000063197
ENSG00000137876	ENSXETG00000007376	ENSDARG00000040439
ENSG00000116030	ENSXETG00000022072	ENSDARG00000044267
ENSG00000179104	ENSXETG00000021370	ENSDARG00000045753
ENSG00000179104	ENSXETG00000021370	ENSDARG00000035273
ENSG00000133812	ENSXETG00000009226	ENSDARG00000059460
ENSG00000108826	ENSXETG00000027422	ENSDARG00000032985
ENSG00000164167	ENSXETG00000023683	ENSDARG00000036995
ENSG00000119778	ENSXETG00000018211	ENSDARG00000060537
ENSG00000105696	ENSXETG00000011196	ENSDARG00000003655
ENSG00000108001	ENSXETG00000011309	ENSDARG00000016300
ENSG00000163219	ENSXETG00000008195	ENSDARG00000061784
ENSG00000206597	ENSXETG00000029880	ENSDARG00000082493
ENSG00000206597	ENSXETG00000029880	ENSDARG00000083389
ENSG00000206597	ENSXETG00000029880	ENSDARG00000085829
ENSG00000133895	ENSXETG00000008433	ENSDARG00000058021
ENSG00000133895	ENSXETG00000008433	ENSDARG00000089456
ENSG00000135077	ENSXETG00000031824	ENSDARG00000077257
ENSG00000135077	ENSXETG00000001506	ENSDARG00000077257
ENSG00000135077	ENSXETG00000032718	ENSDARG00000077257
ENSG00000138160	ENSXETG00000012213	ENSDARG00000010948
ENSG00000085999	ENSXETG00000004369	ENSDARG00000018623
ENSG00000002726	ENSXETG00000011988	ENSDARG00000061355
ENSG00000207582	ENSXETG00000029186	ENSDARG00000083528
ENSG00000199153	ENSXETG00000029169	ENSDARG00000090098
ENSG00000153822	ENSXETG00000022961	ENSDARG00000045039
ENSG00000252305	ENSXETG00000029539	ENSDARG00000082186
ENSG00000252305	ENSXETG00000029719	ENSDARG00000082186
ENSG00000252305	ENSXETG00000029599	ENSDARG00000082186
ENSG00000249209	ENSXETG00000014198	ENSDARG00000001788
ENSG00000140443	ENSXETG00000002112	ENSDARG00000034434
ENSG00000140443	ENSXETG00000002112	ENSDARG00000027423
ENSG00000069696	ENSXETG00000032197	ENSDARG00000035820
ENSG00000069696	ENSXETG00000032197	ENSDARG00000038363
ENSG00000069696	ENSXETG00000032197	ENSDARG00000001912
ENSG00000164902	ENSXETG00000005189	ENSDARG00000044298
ENSG00000163492	ENSXETG00000015049	ENSDARG00000095675
ENSG00000163492	ENSXETG00000015049	ENSDARG00000091927
ENSG00000183323	ENSXETG00000018165	ENSDARG00000056477
ENSG00000107651	ENSXETG00000010238	ENSDARG00000061413
ENSG00000131013	ENSXETG00000021385	ENSDARG00000043854
ENSG00000066739	ENSXETG00000013953	ENSDARG00000097650
ENSG00000034053	ENSXETG00000016503	ENSDARG00000060639
ENSG00000244242	ENSXETG00000030477	ENSDARG00000093303
ENSG00000189180	ENSXETG00000006575	ENSDARG00000088170
ENSG00000168286	ENSXETG00000005807	ENSDARG00000036055
ENSG00000112242	ENSXETG00000000021	ENSDARG00000070463
ENSG00000163006	ENSXETG00000016030	ENSDARG00000090554
ENSG00000175229	ENSXETG00000032419	ENSDARG00000073728
ENSG00000090565	ENSXETG00000010330	ENSDARG00000016490
ENSG00000108010	ENSXETG00000011308	ENSDARG00000031439
ENSG00000136807	ENSXETG00000024742	ENSDARG00000044811
ENSG00000110660	ENSXETG00000014482	ENSDARG00000090686
ENSG00000110660	ENSXETG00000014482	ENSDARG00000069745
ENSG00000069974	ENSXETG00000007375	ENSDARG00000040532
ENSG00000205758	ENSXETG00000014178	ENSDARG00000026902
ENSG00000222222	ENSXETG00000029430	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029412	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029542	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029494	ENSDARG00000083403
ENSG00000222222	ENSXETG00000028657	ENSDARG00000083403
ENSG00000222222	ENSXETG00000030251	ENSDARG00000083403
ENSG00000222222	ENSXETG00000028734	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029500	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029592	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029516	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029471	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029540	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029464	ENSDARG00000083403
ENSG00000222222	ENSXETG00000032672	ENSDARG00000083403
ENSG00000222222	ENSXETG00000028837	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029434	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029443	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029531	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029509	ENSDARG00000083403
ENSG00000222222	ENSXETG00000030528	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029529	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029545	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029558	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029496	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029564	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029470	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029419	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029508	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029438	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029560	ENSDARG00000083403
ENSG00000222222	ENSXETG00000028816	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029447	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029546	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029472	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029486	ENSDARG00000083403
ENSG00000222222	ENSXETG00000028356	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029487	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029552	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029535	ENSDARG00000083403
ENSG00000222222	ENSXETG00000029480	ENSDARG00000083403
ENSG00000235863	ENSXETG00000020389	ENSDARG00000094253
ENSG00000102898	ENSXETG00000026897	ENSDARG00000056531
ENSG00000113615	ENSXETG00000010407	ENSDARG00000053439
ENSG00000113522	ENSXETG00000006986	ENSDARG00000038917
ENSG00000252864	ENSXETG00000028179	ENSDARG00000080370
ENSG00000177030	ENSXETG00000033517	ENSDARG00000088844
ENSG00000252129	ENSXETG00000029539	ENSDARG00000082186
ENSG00000252129	ENSXETG00000029719	ENSDARG00000082186
ENSG00000252129	ENSXETG00000029599	ENSDARG00000082186
ENSG00000252329	ENSXETG00000029703	ENSDARG00000085338
ENSG00000102755	ENSXETG00000011791	ENSDARG00000019371
ENSG00000238961	ENSXETG00000029721	ENSDARG00000083424
ENSG00000250305	ENSXETG00000005622	ENSDARG00000020145
ENSG00000227057	ENSXETG00000020398	ENSDARG00000095879
ENSG00000227057	ENSXETG00000020398	ENSDARG00000078396
ENSG00000156564	ENSXETG00000007822	ENSDARG00000077489
ENSG00000156564	ENSXETG00000007822	ENSDARG00000060459
ENSG00000154478	ENSXETG00000009569	ENSDARG00000074389
ENSG00000120519	ENSXETG00000007119	ENSDARG00000019478
ENSG00000174501	ENSXETG00000021831	ENSDARG00000013015
ENSG00000207548	ENSXETG00000029133	ENSDARG00000083272
ENSG00000087365	ENSXETG00000008422	ENSDARG00000018049
ENSG00000176624	ENSXETG00000022367	ENSDARG00000068971
ENSG00000207798	ENSXETG00000029015	ENSDARG00000081608
ENSG00000250644	ENSXETG00000006711	ENSDARG00000093303
ENSG00000200673	ENSXETG00000028764	ENSDARG00000081270
ENSG00000167080	ENSXETG00000033376	ENSDARG00000076361
ENSG00000167080	ENSXETG00000033376	ENSDARG00000070605
ENSG00000167080	ENSXETG00000033376	ENSDARG00000094579
ENSG00000164318	ENSXETG00000013228	ENSDARG00000059416
ENSG00000167487	ENSXETG00000030062	ENSDARG00000053876
ENSG00000164116	ENSXETG00000033652	ENSDARG00000013787
ENSG00000137221	ENSXETG00000010588	ENSDARG00000010681
ENSG00000121898	ENSXETG00000009571	ENSDARG00000078792
ENSG00000177108	ENSXETG00000034191	ENSDARG00000075170
ENSG00000117984	ENSXETG00000024954	ENSDARG00000057698
ENSG00000117984	ENSXETG00000004611	ENSDARG00000057698
ENSG00000117984	ENSXETG00000024953	ENSDARG00000057698
ENSG00000117984	ENSXETG00000024956	ENSDARG00000057698
ENSG00000132128	ENSXETG00000004367	ENSDARG00000096306
ENSG00000132128	ENSXETG00000030337	ENSDARG00000096306
ENSG00000125447	ENSXETG00000012511	ENSDARG00000013479
ENSG00000125447	ENSXETG00000012511	ENSDARG00000058987
ENSG00000069943	ENSXETG00000032008	ENSDARG00000022744
ENSG00000154920	ENSXETG00000034223	ENSDARG00000076913
ENSG00000238690	ENSXETG00000029849	ENSDARG00000081307
ENSG00000238690	ENSXETG00000029658	ENSDARG00000081307
ENSG00000114120	ENSXETG00000020731	ENSDARG00000015915
ENSG00000114120	ENSXETG00000020731	ENSDARG00000038731
ENSG00000143401	ENSXETG00000015745	ENSDARG00000054804
ENSG00000173372	ENSXETG00000025120	ENSDARG00000044613
ENSG00000171094	ENSXETG00000031142	ENSDARG00000095833
ENSG00000109066	ENSXETG00000006842	ENSDARG00000088560
ENSG00000123374	ENSXETG00000009444	ENSDARG00000026577
ENSG00000153721	ENSXETG00000023302	ENSDARG00000074236
ENSG00000153721	ENSXETG00000023302	ENSDARG00000068613
ENSG00000198185	ENSXETG00000006575	ENSDARG00000086353
ENSG00000207782	ENSXETG00000029143	ENSDARG00000081593
ENSG00000165553	ENSXETG00000027106	ENSDARG00000053475
ENSG00000168907	ENSXETG00000000299	ENSDARG00000056535
ENSG00000168907	ENSXETG00000000299	ENSDARG00000070953
ENSG00000142459	ENSXETG00000022868	ENSDARG00000052766
ENSG00000135637	ENSXETG00000029948	ENSDARG00000004780
ENSG00000104059	ENSXETG00000016511	ENSDARG00000053380
ENSG00000102076	ENSXETG00000014236	ENSDARG00000044861
ENSG00000102076	ENSXETG00000014236	ENSDARG00000044862
ENSG00000248483	ENSXETG00000026475	ENSDARG00000044375
ENSG00000103326	ENSXETG00000010331	ENSDARG00000060600
ENSG00000178922	ENSXETG00000002253	ENSDARG00000030166
ENSG00000092148	ENSXETG00000014149	ENSDARG00000054213
ENSG00000157637	ENSXETG00000015401	ENSDARG00000077081
ENSG00000038358	ENSXETG00000005809	ENSDARG00000062266
ENSG00000173369	ENSXETG00000010530	ENSDARG00000044612
ENSG00000257767	ENSXETG00000020930	ENSDARG00000090766
ENSG00000129566	ENSXETG00000001751	ENSDARG00000038713
ENSG00000183571	ENSXETG00000002109	ENSDARG00000041092
ENSG00000164615	ENSXETG00000010406	ENSDARG00000045207
ENSG00000138448	ENSXETG00000013317	ENSDARG00000006314
ENSG00000145491	ENSXETG00000003552	ENSDARG00000058370
ENSG00000207586	ENSXETG00000029007	ENSDARG00000081047
ENSG00000138029	ENSXETG00000003203	ENSDARG00000057147
ENSG00000185261	ENSXETG00000013392	ENSDARG00000077072
ENSG00000139197	ENSXETG00000023910	ENSDARG00000070654
ENSG00000176834	ENSXETG00000022373	ENSDARG00000058605
ENSG00000185115	ENSXETG00000022031	ENSDARG00000058212
ENSG00000131016	ENSXETG00000026355	ENSDARG00000091792
ENSG00000176542	ENSXETG00000031896	ENSDARG00000077431
ENSG00000075420	ENSXETG00000023615	ENSDARG00000062023
ENSG00000075420	ENSXETG00000023615	ENSDARG00000078179
ENSG00000163531	ENSXETG00000004390	ENSDARG00000056910
ENSG00000163531	ENSXETG00000004390	ENSDARG00000061099
ENSG00000144161	ENSXETG00000013762	ENSDARG00000075165
ENSG00000111275	ENSXETG00000020930	ENSDARG00000037094
ENSG00000122335	ENSXETG00000023344	ENSDARG00000056121
ENSG00000052802	ENSXETG00000000914	ENSDARG00000055876
ENSG00000164741	ENSXETG00000005630	ENSDARG00000079317
ENSG00000109072	ENSXETG00000023789	ENSDARG00000055388
ENSG00000109072	ENSXETG00000023789	ENSDARG00000053831
ENSG00000182253	ENSXETG00000018811	ENSDARG00000062350
ENSG00000009830	ENSXETG00000031515	ENSDARG00000055027
ENSG00000161992	ENSXETG00000031713	ENSDARG00000087663
ENSG00000156535	ENSXETG00000031004	ENSDARG00000060609
ENSG00000260916	ENSXETG00000007370	ENSDARG00000089453
ENSG00000055044	ENSXETG00000022073	ENSDARG00000058337
ENSG00000144619	ENSXETG00000031338	ENSDARG00000062880
ENSG00000144619	ENSXETG00000031338	ENSDARG00000019405
ENSG00000121579	ENSXETG00000009909	ENSDARG00000027825
ENSG00000212429	ENSXETG00000029396	ENSDARG00000080410
ENSG00000125779	ENSXETG00000017986	ENSDARG00000003311
ENSG00000265818	ENSXETG00000020459	ENSDARG00000071774
ENSG00000138709	ENSXETG00000022512	ENSDARG00000061169
ENSG00000251928	ENSXETG00000029836	ENSDARG00000084494
ENSG00000124802	ENSXETG00000020459	ENSDARG00000071774
ENSG00000117481	ENSXETG00000024501	ENSDARG00000021324
ENSG00000055118	ENSXETG00000006509	ENSDARG00000029881
ENSG00000055118	ENSXETG00000006509	ENSDARG00000060053
ENSG00000055118	ENSXETG00000006509	ENSDARG00000076281
ENSG00000055118	ENSXETG00000006509	ENSDARG00000001803
ENSG00000055118	ENSXETG00000006509	ENSDARG00000010296
ENSG00000169933	ENSXETG00000005344	ENSDARG00000075685
ENSG00000155974	ENSXETG00000007324	ENSDARG00000015053
ENSG00000238374	ENSXETG00000030543	ENSDARG00000082384
ENSG00000238374	ENSXETG00000029878	ENSDARG00000082384
ENSG00000238374	ENSXETG00000033462	ENSDARG00000082384
ENSG00000238374	ENSXETG00000034122	ENSDARG00000082384
ENSG00000238374	ENSXETG00000034069	ENSDARG00000082384
ENSG00000238374	ENSXETG00000029862	ENSDARG00000082384
ENSG00000238374	ENSXETG00000033384	ENSDARG00000082384
ENSG00000238374	ENSXETG00000032465	ENSDARG00000082384
ENSG00000238374	ENSXETG00000032586	ENSDARG00000082384
ENSG00000238374	ENSXETG00000031079	ENSDARG00000082384
ENSG00000238374	ENSXETG00000030460	ENSDARG00000082384
ENSG00000238374	ENSXETG00000033064	ENSDARG00000082384
ENSG00000238374	ENSXETG00000030449	ENSDARG00000082384
ENSG00000238374	ENSXETG00000033413	ENSDARG00000082384
ENSG00000238374	ENSXETG00000033060	ENSDARG00000082384
ENSG00000238374	ENSXETG00000033057	ENSDARG00000082384
ENSG00000238374	ENSXETG00000031708	ENSDARG00000082384
ENSG00000108599	ENSXETG00000005787	ENSDARG00000059549
ENSG00000123810	ENSXETG00000018749	ENSDARG00000017385
ENSG00000085365	ENSXETG00000000547	ENSDARG00000036911
ENSG00000116096	ENSXETG00000033127	ENSDARG00000004406
ENSG00000116096	ENSXETG00000033127	ENSDARG00000058553
ENSG00000149635	ENSXETG00000001765	ENSDARG00000022139
ENSG00000007541	ENSXETG00000010336	ENSDARG00000038097
ENSG00000142937	ENSXETG00000013596	ENSDARG00000057368
ENSG00000181472	ENSXETG00000012362	ENSDARG00000028086
ENSG00000181472	ENSXETG00000012362	ENSDARG00000044038
ENSG00000183878	ENSXETG00000004822	ENSDARG00000059794
ENSG00000183878	ENSXETG00000004822	ENSDARG00000061759
ENSG00000164142	ENSXETG00000009392	ENSDARG00000061021
ENSG00000164142	ENSXETG00000009392	ENSDARG00000090760
ENSG00000261740	ENSXETG00000033836	ENSDARG00000054570
ENSG00000136877	ENSXETG00000022007	ENSDARG00000044809
ENSG00000132963	ENSXETG00000026990	ENSDARG00000032296
ENSG00000145996	ENSXETG00000000022	ENSDARG00000022122
ENSG00000104067	ENSXETG00000020296	ENSDARG00000079374
ENSG00000104067	ENSXETG00000020296	ENSDARG00000077506
ENSG00000155868	ENSXETG00000001505	ENSDARG00000016318
ENSG00000089041	ENSXETG00000032525	ENSDARG00000042440
ENSG00000171017	ENSXETG00000022859	ENSDARG00000078283
ENSG00000126500	ENSXETG00000007180	ENSDARG00000075597
ENSG00000126500	ENSXETG00000007180	ENSDARG00000077556
ENSG00000128656	ENSXETG00000015003	ENSDARG00000087701
ENSG00000155906	ENSXETG00000026520	ENSDARG00000027465
ENSG00000117013	ENSXETG00000004775	ENSDARG00000089559
ENSG00000264384	ENSXETG00000032372	ENSDARG00000087368
ENSG00000117480	ENSXETG00000004365	ENSDARG00000077764
ENSG00000248098	ENSXETG00000018753	ENSDARG00000040555
ENSG00000183336	ENSXETG00000012819	ENSDARG00000051780
ENSG00000139508	ENSXETG00000032137	ENSDARG00000079933
ENSG00000139508	ENSXETG00000032137	ENSDARG00000077313
ENSG00000175115	ENSXETG00000008416	ENSDARG00000019800
ENSG00000175115	ENSXETG00000008416	ENSDARG00000044556
ENSG00000175115	ENSXETG00000008416	ENSDARG00000075246
ENSG00000175115	ENSXETG00000008416	ENSDARG00000074585
ENSG00000175115	ENSXETG00000008416	ENSDARG00000074724
ENSG00000175115	ENSXETG00000008416	ENSDARG00000075088
ENSG00000170921	ENSXETG00000005328	ENSDARG00000079004
ENSG00000170921	ENSXETG00000005328	ENSDARG00000079097
